atomic_stat,avg_odds,bets_with_units,display_group,experts,group_size,losses,market_type,n,net_units,odds_count,odds_sum,pushes,roi,split_count,total_stake,units_missing_count,wilson_lower,win_pct,wins
points,,0,chefpadro74[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""chefpadro74[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,9,player_prop,22,0.0,0,0.0,0,,8,0.0,22,0.3873,0.5909090909090909,13
points,,0,KD850[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,6,player_prop,18,0.0,0,0.0,0,,8,0.0,18,0.4375,0.6666666666666666,12
points,,0,1979jbusy[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,2,player_prop,11,0.0,0,0.0,0,,1,0.0,11,0.523,0.8181818181818182,9
rebounds,,0,KD850[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,2,player_prop,11,0.0,0,0.0,0,,3,0.0,11,0.523,0.8181818181818182,9
points,,0,Propmaster71[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""Propmaster71[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,6,player_prop,11,0.0,0,0.0,0,,4,0.0,11,0.2127,0.45454545454545453,5
rebounds,,0,Propmaster71[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""Propmaster71[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,2,player_prop,11,0.0,0,0.0,0,,2,0.0,11,0.523,0.8181818181818182,9
assists,,0,KD850[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,1,player_prop,9,0.0,0,0.0,0,,0,0.0,9,0.565,0.8888888888888888,8
points,,0,KD850[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,1,player_prop,9,0.0,0,0.0,0,,3,0.0,9,0.565,0.8888888888888888,8
points,,0,Fizzy78[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""Fizzy78[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,1,player_prop,8,0.0,0,0.0,0,,3,0.0,8,0.5291,0.875,7
rebounds,,0,chefpadro74[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""chefpadro74[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,3,player_prop,8,0.0,0,0.0,0,,3,0.0,8,0.3057,0.625,5
points,,0,chefpadro74[bettingpros_experts] + craig.r.trujillo[bettingpros_experts],"[""chefpadro74[bettingpros_experts]"", ""craig.r.trujillo[bettingpros_experts]""]",2,3,player_prop,7,0.0,0,0.0,0,,5,0.0,7,0.2505,0.5714285714285714,4
points,,0,chefpadro74[bettingpros_experts] + gordyscott88[bettingpros_experts],"[""chefpadro74[bettingpros_experts]"", ""gordyscott88[bettingpros_experts]""]",2,4,player_prop,7,0.0,0,0.0,0,,2,0.0,7,0.1582,0.42857142857142855,3
points,,0,akelder15[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""akelder15[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,2,player_prop,6,0.0,0,0.0,0,,3,0.0,6,0.3,0.6666666666666666,4
points,,0,chefpadro74[bettingpros_experts] + jjead76[bettingpros_experts],"[""chefpadro74[bettingpros_experts]"", ""jjead76[bettingpros_experts]""]",2,1,player_prop,6,0.0,0,0.0,0,,0,0.0,6,0.4365,0.8333333333333334,5
points,,0,KD850[bettingpros_experts] + craig.r.trujillo[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""craig.r.trujillo[bettingpros_experts]""]",2,1,player_prop,5,0.0,0,0.0,0,,1,0.0,5,0.3755,0.8,4
points,,0,1979jbusy[bettingpros_experts] + KD850[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""KD850[bettingpros_experts]""]",2,1,player_prop,4,0.0,0,0.0,0,,1,0.0,4,0.3006,0.75,3
points,,0,Fizzy78[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""Fizzy78[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,2,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.15,0.5,2
points,,0,Mike Barner[sportsline] + Prop Bet Guy[sportsline],"[""Mike Barner[sportsline]"", ""Prop Bet Guy[sportsline]""]",2,1,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.3006,0.75,3
points,,0,TyRo24[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""TyRo24[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,1,player_prop,4,0.0,0,0.0,0,,1,0.0,4,0.3006,0.75,3
rebounds,,0,chefpadro74[bettingpros_experts] + craig.r.trujillo[bettingpros_experts],"[""chefpadro74[bettingpros_experts]"", ""craig.r.trujillo[bettingpros_experts]""]",2,1,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.3006,0.75,3
points,,0,chefpadro74[bettingpros_experts] + nomadicmitch[bettingpros_experts],"[""chefpadro74[bettingpros_experts]"", ""nomadicmitch[bettingpros_experts]""]",2,1,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.3006,0.75,3
assists,,0,chefpadro74[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""chefpadro74[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,1,player_prop,4,0.0,0,0.0,0,,0,0.0,4,0.3006,0.75,3
points,,0,1979jbusy[bettingpros_experts] + bettor73790[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""bettor73790[bettingpros_experts]""]",2,1,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.2077,0.6666666666666666,2
pts_reb_ast,,0,1979jbusy[bettingpros_experts] + bettor73790[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""bettor73790[bettingpros_experts]""]",2,1,player_prop,3,0.0,0,0.0,0,,1,0.0,3,0.2077,0.6666666666666666,2
rebounds,,0,1979jbusy[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,0,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.4385,1.0,3
,,0,Bruce Marshall[sportsline] + mypickswithnoresearch[bettingpros_experts],"[""Bruce Marshall[sportsline]"", ""mypickswithnoresearch[bettingpros_experts]""]",2,2,spread,3,0.0,0,0.0,0,,0,0.0,3,0.0615,0.3333333333333333,1
assists,,0,Fizzy78[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""Fizzy78[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,1,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.2077,0.6666666666666666,2
points,,0,KD850[bettingpros_experts] + Propmaster71[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""Propmaster71[bettingpros_experts]""]",2,2,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.0615,0.3333333333333333,1
points,,0,KD850[bettingpros_experts] + akelder15[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""akelder15[bettingpros_experts]""]",2,1,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.2077,0.6666666666666666,2
pts_reb_ast,,0,KD850[bettingpros_experts] + bettor73790[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""bettor73790[bettingpros_experts]""]",2,0,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.4385,1.0,3
assists,,0,KD850[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,0,player_prop,3,0.0,0,0.0,0,,4,0.0,3,0.4385,1.0,3
rebounds,,0,KD850[bettingpros_experts] + craig.r.trujillo[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""craig.r.trujillo[bettingpros_experts]""]",2,1,player_prop,3,0.0,0,0.0,0,,1,0.0,3,0.2077,0.6666666666666666,2
pts_reb_ast,,0,KD850[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,1,player_prop,3,0.0,0,0.0,0,,1,0.0,3,0.2077,0.6666666666666666,2
rebounds,,0,KD850[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,1,player_prop,3,0.0,0,0.0,0,,1,0.0,3,0.2077,0.6666666666666666,2
points,,0,Propmaster71[bettingpros_experts] + akelder15[bettingpros_experts],"[""Propmaster71[bettingpros_experts]"", ""akelder15[bettingpros_experts]""]",2,1,player_prop,3,0.0,0,0.0,0,,1,0.0,3,0.2077,0.6666666666666666,2
points,,0,TheDevil[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""TheDevil[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,1,player_prop,3,0.0,0,0.0,0,,1,0.0,3,0.2077,0.6666666666666666,2
rebounds,,0,akelder15[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""akelder15[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,0,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.4385,1.0,3
points,,0,allcylinderscars[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""allcylinderscars[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,0,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.4385,1.0,3
points,,0,bettor73790[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""bettor73790[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,1,player_prop,3,0.0,0,0.0,0,,2,0.0,3,0.2077,0.6666666666666666,2
points,,0,craig.r.trujillo[bettingpros_experts] + gordyscott88[bettingpros_experts],"[""craig.r.trujillo[bettingpros_experts]"", ""gordyscott88[bettingpros_experts]""]",2,2,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.0615,0.3333333333333333,1
points,,0,craig.r.trujillo[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""craig.r.trujillo[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,2,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.0615,0.3333333333333333,1
points,,0,gordyscott88[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""gordyscott88[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,3,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.0,0.0,0
points,,0,jjead76[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""jjead76[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,0,player_prop,3,0.0,0,0.0,0,,0,0.0,3,0.4385,1.0,3
points,,0,1979jbusy[bettingpros_experts] + KD850[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""KD850[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",3,0,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.3424,1.0,2
points,,0,1979jbusy[bettingpros_experts] + bettor73790[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""bettor73790[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",3,1,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.0945,0.5,1
points,,0,1979jbusy[bettingpros_experts] + chefpadro74[bettingpros_experts] + jjead76[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]"", ""jjead76[bettingpros_experts]""]",3,1,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.0945,0.5,1
assists,,0,Fizzy78[bettingpros_experts] + KD850[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""Fizzy78[bettingpros_experts]"", ""KD850[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",3,0,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.3424,1.0,2
points,,0,KD850[bettingpros_experts] + Propmaster71[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""Propmaster71[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",3,1,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.0945,0.5,1
rebounds,,0,KD850[bettingpros_experts] + chefpadro74[bettingpros_experts] + craig.r.trujillo[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]"", ""craig.r.trujillo[bettingpros_experts]""]",3,1,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.0945,0.5,1
points,,0,KD850[bettingpros_experts] + chefpadro74[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",3,1,player_prop,2,0.0,0,0.0,0,,2,0.0,2,0.0945,0.5,1
points,,0,Propmaster71[bettingpros_experts] + TheDevil[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""Propmaster71[bettingpros_experts]"", ""TheDevil[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",3,0,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.3424,1.0,2
points,,0,Propmaster71[bettingpros_experts] + akelder15[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""Propmaster71[bettingpros_experts]"", ""akelder15[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",3,1,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.0945,0.5,1
points,,0,chefpadro74[bettingpros_experts] + craig.r.trujillo[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""chefpadro74[bettingpros_experts]"", ""craig.r.trujillo[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",3,1,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.0945,0.5,1
points,,0,1979jbusy[bettingpros_experts] + Fizzy78[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""Fizzy78[bettingpros_experts]""]",2,0,player_prop,2,0.0,0,0.0,0,,1,0.0,2,0.3424,1.0,2
threes,,0,1979jbusy[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,1,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.0945,0.5,1
points,,0,1979jbusy[bettingpros_experts] + jjead76[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""jjead76[bettingpros_experts]""]",2,1,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.0945,0.5,1
assists,,0,1979jbusy[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,1,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.0945,0.5,1
threes,,0,1979jbusy[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,0,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.3424,1.0,2
rebounds,,0,Bdodson420[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""Bdodson420[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,2,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.0,0.0,0
,,0,Bruce Marshall[sportsline] + Fizzy78[bettingpros_experts],"[""Bruce Marshall[sportsline]"", ""Fizzy78[bettingpros_experts]""]",2,2,spread,2,0.0,0,0.0,0,,0,0.0,2,0.0,0.0,0
assists,,0,Fizzy78[bettingpros_experts] + KD850[bettingpros_experts],"[""Fizzy78[bettingpros_experts]"", ""KD850[bettingpros_experts]""]",2,0,player_prop,2,0.0,0,0.0,0,,1,0.0,2,0.3424,1.0,2
points,,0,Fizzy78[bettingpros_experts] + KD850[bettingpros_experts],"[""Fizzy78[bettingpros_experts]"", ""KD850[bettingpros_experts]""]",2,1,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.0945,0.5,1
threes,,0,Fizzy78[bettingpros_experts] + carmenciorra[bettingpros_experts],"[""Fizzy78[bettingpros_experts]"", ""carmenciorra[bettingpros_experts]""]",2,2,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.0,0.0,0
rebounds,,0,Fizzy78[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""Fizzy78[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,1,player_prop,2,0.0,0,0.0,0,,1,0.0,2,0.0945,0.5,1
points,,0,Fizzy78[bettingpros_experts] + craig.r.trujillo[bettingpros_experts],"[""Fizzy78[bettingpros_experts]"", ""craig.r.trujillo[bettingpros_experts]""]",2,1,player_prop,2,0.0,0,0.0,0,,1,0.0,2,0.0945,0.5,1
points,,0,KD850[bettingpros_experts] + TheDevil[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""TheDevil[bettingpros_experts]""]",2,1,player_prop,2,0.0,0,0.0,0,,1,0.0,2,0.0945,0.5,1
points,,0,KD850[bettingpros_experts] + jjead76[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""jjead76[bettingpros_experts]""]",2,0,player_prop,2,0.0,0,0.0,0,,1,0.0,2,0.3424,1.0,2
reb_ast,,0,KD850[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""KD850[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,2,player_prop,2,0.0,0,0.0,0,,1,0.0,2,0.0,0.0,0
,,0,Matt Severance[sportsline] + mypickswithnoresearch[bettingpros_experts],"[""Matt Severance[sportsline]"", ""mypickswithnoresearch[bettingpros_experts]""]",2,0,moneyline,2,0.0,0,0.0,0,,0,0.0,2,0.3424,1.0,2
points,,0,Mike Barner[sportsline] + chefpadro74[bettingpros_experts],"[""Mike Barner[sportsline]"", ""chefpadro74[bettingpros_experts]""]",2,1,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.0945,0.5,1
points,,0,Propmaster71[bettingpros_experts] + TheDevil[bettingpros_experts],"[""Propmaster71[bettingpros_experts]"", ""TheDevil[bettingpros_experts]""]",2,0,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.3424,1.0,2
assists,,0,Propmaster71[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""Propmaster71[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,0,player_prop,2,0.0,0,0.0,0,,1,0.0,2,0.3424,1.0,2
points,,0,Propmaster71[bettingpros_experts] + gordyscott88[bettingpros_experts],"[""Propmaster71[bettingpros_experts]"", ""gordyscott88[bettingpros_experts]""]",2,2,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.0,0.0,0
points,,0,TheDirtyDs2988[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""TheDirtyDs2988[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,0,player_prop,2,0.0,0,0.0,0,,1,0.0,2,0.3424,1.0,2
points,,0,TheDirtyDs2988[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""TheDirtyDs2988[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,1,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.0945,0.5,1
points,,0,akelder15[bettingpros_experts] + bettor73790[bettingpros_experts],"[""akelder15[bettingpros_experts]"", ""bettor73790[bettingpros_experts]""]",2,1,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.0945,0.5,1
rebounds,,0,bettor73790[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""bettor73790[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",2,2,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.0,0.0,0
pts_reb_ast,,0,bettor73790[bettingpros_experts] + xwq9tqbk8d[bettingpros_experts],"[""bettor73790[bettingpros_experts]"", ""xwq9tqbk8d[bettingpros_experts]""]",2,0,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.3424,1.0,2
points,,0,chefpadro74[bettingpros_experts] + dylanmccaffrey[bettingpros_experts],"[""chefpadro74[bettingpros_experts]"", ""dylanmccaffrey[bettingpros_experts]""]",2,0,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.3424,1.0,2
points,,0,chefpadro74[bettingpros_experts] + johnmorrow[bettingpros_experts],"[""chefpadro74[bettingpros_experts]"", ""johnmorrow[bettingpros_experts]""]",2,1,player_prop,2,0.0,0,0.0,0,,2,0.0,2,0.0945,0.5,1
rebounds,,0,chefpadro74[bettingpros_experts] + johnmorrow[bettingpros_experts],"[""chefpadro74[bettingpros_experts]"", ""johnmorrow[bettingpros_experts]""]",2,1,player_prop,2,0.0,0,0.0,0,,1,0.0,2,0.0945,0.5,1
points,,0,chefpadro74[bettingpros_experts] + mullinsjeff76[bettingpros_experts],"[""chefpadro74[bettingpros_experts]"", ""mullinsjeff76[bettingpros_experts]""]",2,0,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.3424,1.0,2
threes,,0,chefpadro74[bettingpros_experts] + primetime897[bettingpros_experts],"[""chefpadro74[bettingpros_experts]"", ""primetime897[bettingpros_experts]""]",2,2,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.0,0.0,0
points,,0,craig.r.trujillo[bettingpros_experts] + nomadicmitch[bettingpros_experts],"[""craig.r.trujillo[bettingpros_experts]"", ""nomadicmitch[bettingpros_experts]""]",2,0,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.3424,1.0,2
assists,,0,johnmorrow[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""johnmorrow[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,0,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.3424,1.0,2
points,,0,johnmorrow[bettingpros_experts] + parkerpaduck[bettingpros_experts],"[""johnmorrow[bettingpros_experts]"", ""parkerpaduck[bettingpros_experts]""]",2,1,player_prop,2,0.0,0,0.0,0,,0,0.0,2,0.0945,0.5,1
points,,0,1979jbusy[bettingpros_experts] + Bdodson420[bettingpros_experts] + Fizzy78[bettingpros_experts] + chefpadro74[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""Bdodson420[bettingpros_experts]"", ""Fizzy78[bettingpros_experts]"", ""chefpadro74[bettingpros_experts]""]",4,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
points,,0,1979jbusy[bettingpros_experts] + KD850[bettingpros_experts] + Propmaster71[bettingpros_experts] + TheDevil[bettingpros_experts],"[""1979jbusy[bettingpros_experts]"", ""KD850[bettingpros_experts]"", ""Propmaster71[bettingpros_experts]"", ""TheDevil[bettingpros_experts]""]",4,0,player_prop,1,0.0,0,0.0,0,,0,0.0,1,0.2065,1.0,1
